citation_id,source_url,title,collision_node_count,root_cause,notes
137/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--185980,"Luật sửa đổi, bổ sung một số điều của Luật Điều ước quốc tế số 137/2025/QH15",21,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
158/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173412,Nghị định số 158/2024/NĐ-CP Quy định về hoạt động vận tải đường bộ,21,sec15_residual_not_resynced,Contains literal shadow-node text (Điều khoản được sửa đổi) already root-caused/fixed in §15 at extraction time; simply not yet re-synced since the fix shipped.
25/2019/NĐ-CP.,https://vbpl.vn/van-ban/chi-tiet/van-ban--143058,"Nghị định số 25/2019/NĐ-CP. Sửa đổi, bổ sung một số điều của Nghị định số 13/2011/NĐ-CP ngày 11 tháng 02 năm 2011 của Chính phủ về an toàn công trình dầu khí trên đất liền",20,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
45/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167276,"Nghị định số 45/2024/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 39/2019/NĐ-CP ngày 10 tháng 5 năm 2019 của Chính phủ về tổ chức và hoạt động của Quỹ Phát triển doanh nghiệp nhỏ và vừa",20,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
25/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--134537,"Nghị định số 25/2019/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 13/2011/NĐ-CP ngày 11 tháng 02 năm 2011 của Chính phủ về an toàn công trình dầu khí trên đất liền",20,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
266/2016/UBTVQH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--119733,"Nghị quyết số 266/2016/UBTVQH14 Ban hành các nguyên tắc, tiêu chí và định mức phân bổ dự toán chi thường xuyên ngân sách nhà nước năm 2017",19,inline_thousands_separator,"Same thousands-separator digit collision as §12b (KHOAN_PATTERN matching <digits>.), but occurring inline in prose (e.g. penalty/fine amounts like 110.000 đồng) rather than inside a table."
100/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--151665,"Nghị định số 100/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 95/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy định về xử phạt vi phạm hành chính trong lĩnh vực thống kê",19,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
62/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--136308,"Nghị định số 62/2019/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định số 35/2015/NĐ-CP ngày 13 tháng 4 năm 2015 của Chính phủ về quản lý, sử dụng đất trồng lúa",18,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
111/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--160297,"Nghị định số 111/2021/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định số 43/2017/NĐ-CP ngày 14 tháng 4 năm 2017 của Chính phủ về nhãn hàng hóa",18,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
105/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--92155,Nghị định số 105/2015/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Cảnh sát môi trường,18,sec15_residual_not_resynced,Contains literal shadow-node text (Điều khoản được sửa đổi) already root-caused/fixed in §15 at extraction time; simply not yet re-synced since the fix shipped.
82/2025/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179475,"Nghị quyết số 82/2025/UBTVQH15 Sửa đổi, bổ sung một số điều của Nghị quyết của Ủy ban Thường vụ Quốc hội quy định về bậc, điều kiện của từng bậc, việc nâng bậc và số lượng, cơ cấu tỷ lệ các bậc Thẩm phán Tòa án nhân dân",18,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
62/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128967,"Nghị định số 62/2018/NĐ-CP Quy định về hỗ trợ kinh phí sử dụng sản phẩm, dịch vụ công ích thủy lợi",18,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
99/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--c57fc5e0-5b07-11f1-8b42-a1795e08475f,"Nghị định 99/2026/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng giao thông",17,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
139/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--187047,"Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm số 139/2025/QH15",17,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
50/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--99391630-5b07-11f1-a02d-c7bf6cb95c18,"Nghị định 50/2026/NĐ-CP Quy định chi tiết một số điều của Nghị quyết số 254/2025/QH15 ngày 11 tháng 12 năm 2025 của Quốc hội quy định một số cơ chế, chính sách tháo gỡ khó khăn, vướng mắc trong tổ chức thi hành Luật Đất đai về tiền sử dụng đất, tiền thuê đất",17,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
27/2022/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--156535,"Nghị quyết số 27/2022/UBTVQH15 Sửa đổi, bổ sung một số điều của Nghị quyết số 1211/2016/UBTVQH13 ngày 25 tháng 5 năm 2016 của Ủy ban Thường vụ Quốc hội về tiêu chuẩn của đơn vị hành chính và phân loại đơn vị hành chính",17,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
105/2016/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--101886,Luật Dược số 105/2016/QH13,16,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
83/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179245,"Luật Sửa đổi, bổ sung một số điều của Luật Bầu cử đại biểu Quốc hội và đại biểu Hội đồng nhân dân số 83/2025/QH15",16,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
23/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--162469,"Luật Sửa đổi, bổ sung một số điều của Luật Xuất cảnh, nhập cảnh của công dân Việt Nam và Luật Nhập cảnh, xuất cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam số 23/2023/QH15",15,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
08/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--48921,"Nghị định số 08/2015/NĐ-CP Quy định chi tiết và biện pháp thi hành Luật Hải quan về thủ tục hải quan, kiểm tra, giám sát, kiểm soát hải quan",15,sec15_residual_not_resynced,Contains literal shadow-node text (Điều khoản được sửa đổi) already root-caused/fixed in §15 at extraction time; simply not yet re-synced since the fix shipped.
72/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46814,"Luật Sửa đổi, bổ sung một số điều của Luật Sĩ quan Quân đội nhân dân Việt Nam số 72/2014/QH13",15,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
78/2012/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--27800,"Nghị định số 78/2012/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 30/2007/NĐ-CP ngày 01 tháng 3 năm 2007 của Chính phủ về kinh doanh xổ số",15,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
120/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--131410,"Nghị định số 120/2018/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định 77/2015/NĐ-CP ngày 10/09/2015 của Chính phủ về kế hoạch đầu tư công trung hạn và hằng năm, 136/2015/NĐ-CP ngày 31/12/2015 của Chính phủ về hướng dẫn thi hành một số điều của Luật Đầu tư công và 161/2016/NĐ-CP ngày 02/12/2016 của Chính phủ về cơ chế đặc thù trong quản lý đầu tư xây dựng đối với một số dự án thuộc các Chương trình mục tiêu quốc gia giai đoạn 2016-2020.",15,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
211/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--180096,"Nghị định số 211/2025/NĐ-CP Quy định về hoạt động mật mã dân sự và sửa đổi, bổ sung một số điều của Nghị định số 15/2020/NĐ-CP ngày 03 tháng 02 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực bưu chính, viễn thông, tần số vô tuyến điện, công nghệ thông tin và giao dịch điện tử được sửa đổi, bổ sung một số điều tại Nghị định số 14/2022/NĐ-CP ngày 27 tháng 01 năm 2022 của Chính phủ",15,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
161/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--51792470-5977-11f1-a95b-018344c97c3a,"Quy định mức lương cơ sở và chế độ tiền thưởng đối với cán bộ, công chức, viên chức và lực lượng vũ trang",14,inline_thousands_separator,"Same thousands-separator digit collision as §12b (KHOAN_PATTERN matching <digits>.), but occurring inline in prose (e.g. penalty/fine amounts like 110.000 đồng) rather than inside a table."
04/2008/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--12774,"Nghị định số 04/2008/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 92/2006/NĐ-CP ngày 07 tháng 9 năm 2006 của Chính phủ về lập, phê duyệt và quản lý quy hoạch tổng thể phát triển kinh tế - xã hội",14,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
209/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179977,"Nghị định số 209/2025/NĐ-CP Sửa đổi, bổ sung một số điều của 11 Nghị định của Chính phủ thuộc lĩnh vực quản lý nhà nước của Bộ Quốc phòng",13,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
117/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--144229,Nghị định số 117/2020/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực y tế,13,sec15_residual_not_resynced,Contains literal shadow-node text (Điều khoản được sửa đổi) already root-caused/fixed in §15 at extraction time; simply not yet re-synced since the fix shipped.
67/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--168343,"Nghị định số 67/2024/NĐ-CP Sửa đổi, bổ sung một số điều của nghị định số 76/2020/NĐ-CP ngày 01 tháng 7 năm 2020 của Chính Phủ quy định chi tiết đối tượng, trình tự, thủ tục, thẩm quyền cấp, thu hồi, hủy giá trị sử dụng giấy thông hành và nghị định số 77/2020/NĐ-CP ngày 01 tháng 7 năm 2020 của Chính phủ quy định việc quản lý, khai thác thông tin trong cơ sở dữ liệu quốc gia về xuất nhập cảnh; dịch vụ công trực tuyến phục vụ cấp, quản lý, kiểm soát hộ chiếu của công dân Việt Nam; kiểm soát xuất nhập cảnh bằng cổng kiểm soát tự động",13,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
19/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166979,"Nghị định số 19/2024/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 48/2019/NĐ-CP ngày 05 tháng 6 năm 2019 của Chính phủ quy định về quản lý hoạt động của phương tiện phục vụ vui chơi, giải trí dưới nước",13,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
26/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186579,"Nghị định số 26/2026/NĐ-CP quy định chi tiết và hướng dẫn thi hành một số điều của Luật Hóa chất về quản lý hoạt động hóa chất và hóa chất nguy hiểm trong sản phẩm, hàng hóa",13,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
311/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--185974,"Nghị định số 311/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 71/2020/NĐ-CP ngày 30 tháng 6 năm 2020 của Chính phủ quy định lộ trình thực hiện nâng trình độ chuẩn được đào tạo của giáo viên mầm non, tiểu học, trung học cơ sở.",13,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
96/2002/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--21869,"Nghị định số 96/2002/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Hải quan",13,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
12/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--151155,"Nghị định số 12/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 89/2013/NĐ-CP ngày 06 tháng 8 năm 2013 của Chính phủ quy định chi tiết thi hành một số điều của Luật Giá về thẩm định giá",13,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
19/2017/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--128203,"Luật sửa đổi, bổ sung một số điều của Luật Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài. số 19/2017/QH14",12,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
364/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--5f82beb0-5a7a-11f1-bbb9-3f13d6eb62f0,"Nghị định 364/2025/NĐ-CP Quy định mức thu, chế độ thu, nộp, miễn, quản lý và sử dụng phí sử dụng đường bộ thu qua đầu phương tiện đối với xe ô tô",11,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
222/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-222-2026-nd-cp-ve-hoat-dong-bay--b6ab9020-8bbe-11f1-b2d0-6b22a52408be,Nghị định số 222/2026/NĐ-CP về hoạt động bay,11,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
45/CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--10326,"Nghị định số 45/CP Về việc thành lập thị xã Bà Rịa, huyện Tân Thành, huyện Châu Đức thuộc tỉnh Bà Rịa - Vũng Tầu.",11,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
148/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--131643,"Nghị định số 148/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 05/2015/NĐ-CP ngày 12/01/2015 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số nội dung của Bộ luật lao động",11,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
17/2017/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--126820,"Luật sửa đổi, bổ sung một số điều của Luật các tổ chức tín dụng số 17/2017/QH14",11,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
119/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--186573,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT CÔNG NGHIỆP QUỐC PHÒNG, AN NINH VÀ ĐỘNG VIÊN CÔNG NGHIỆP SỐ 119/2025/QH15",11,nfd_unicode_normalization,"raw_source.fullText is Unicode NFD (decomposed combining marks), not NFC; parser regex literals (e.g. DIEU_KHOAN_PATTERN) are NFC and silently fail to match, absorbing a whole Điều/heading into the previous one. See §16."
222/2026/NĐ-CP (vbpl-b6ab9020-8bbe-11f1-b2d0-6b22a52408be),https://vbpl.vn/van-ban/chi-tiet/van-ban--b6ab9020-8bbe-11f1-b2d0-6b22a52408be,Nghị định số 222/2026/NĐ-CP về hoạt động bay,11,nested_list_restart_candidate,"Candidate for a new, not-yet-individually-confirmed pattern: an un-modeled outer grouping level (e.g. uppercase A./B./C. categories, or another table/tariff-schedule genre) whose own inner 1./2./3. list restarts and collides with a sibling. Confirmed root cause on 174-CP and 487-NQ/QHK4 only; other rows in this bucket share the low-max-ordinal signal but are not individually verified."
127/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170381,"Nghị định số 127/2024/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 05/2011/NĐ-CP ngày 14 tháng 01 năm 2011 của Chính phủ về công tác dân tộc",10,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
04/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166386,"Nghị định số 04/2024/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 118/2014/NĐ-CP ngày 17 tháng 12 năm 2014 của Chính phủ về sắp xếp, đổi mới và phát triển, nâng cao hiệu quả hoạt động của công ty nông, lâm nghiệp",10,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
237/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--182671,"Nghị định số 237/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 105/2012/NĐ-CP ngày 17 tháng 12 năm 2012 của Chính phủ về tổ chức lễ tang cán bộ, công chức, viên chức",10,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
02/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--ea586e90-5a7a-11f1-9bd0-4d2947da22ed,Nghị định 02/2026/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực phí và lệ phí,10,inline_thousands_separator,"Same thousands-separator digit collision as §12b (KHOAN_PATTERN matching <digits>.), but occurring inline in prose (e.g. penalty/fine amounts like 110.000 đồng) rather than inside a table."
14/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--174956,"Nghị định số 14/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 24/2016/NĐ-CP ngày 05 tháng 4 năm 2016 của Chính phủ quy định chế độ quản lý ngân quỹ nhà nước",10,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
111/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177817,"Nghị định số 111/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 60/2021/NĐ-CP ngày 21 tháng 6 năm 2021 của Chính phủ quy định cơ chế tự chủ tài chính của đơn vị sự nghiệp công lập",10,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
97/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179407,"Luật sửa đổi, bổ sung một số điều của Luật Mặt trận Tổ quốc Việt Nam, Luật Công đoàn, Luật Thanh niên và Luật Thực hiện dân chủ ở cơ sở số 97/2025/QH15",9,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
39/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--135364,Nghị định số 39/2019/NĐ-CP Về tổ chức và hoạt động của Quỹ Phát triển doanh nghiệp nhỏ và vừa,9,sec15_residual_not_resynced,Contains literal shadow-node text (Điều khoản được sửa đổi) already root-caused/fixed in §15 at extraction time; simply not yet re-synced since the fix shipped.
27-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--10706,Nghị định số 27-CP Quy định tạm thời việc điều chỉnh mức lương hưu và mức trợ cấp đối với các đối tượng hưởng chính sách xã hội,9,inline_thousands_separator,"Same thousands-separator digit collision as §12b (KHOAN_PATTERN matching <digits>.), but occurring inline in prose (e.g. penalty/fine amounts like 110.000 đồng) rather than inside a table."
78/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--129692,"Nghị định số 78/2018/NĐ-CP Sửa đổi, bổ sung một số đều của Nghị định số 127/2007/NĐ-CP ngày 01 tháng 8 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều Luật tiêu chuẩn và quy chuẩn kỹ thuật.",9,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
127/2021/nđ-cp,https://vbpl.vn/van-ban/chi-tiet/van-ban--154063,"Nghị định số 127/2021/nđ-cp Sửa đổi, bổ sung một số điều của Nghị định số 04/2021/NĐ-CP ngày 22 tháng 01 năm 2021 của Chính phủ quy định về xử phạt vi phạm hành chính trong lĩnh vực giáo dục",9,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
97/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--139890,"Nghị định số 97/2019/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 30/2018/NĐ-CP ngày 07 tháng 3 năm 2018 của Chính phủ quy định chi tiết việc thành lập và hoạt động của Hội đồng định giá tài sản; trình tự, thủ tục định giá tài sản trong tố tụng hình sự",9,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
52/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176251,"Nghị định số 52/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 21/2009/NĐ-CP ngày 23 tháng 02 năm 2009 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Sĩ quan Quân đội nhân dân Việt Nam về chế độ, chính sách đối với sĩ quan thôi phục vụ tại ngũ; sĩ quan tại ngũ hy sinh, từ trần; sĩ quan tại ngũ chuyển sang quân nhân chuyên nghiệp hoặc công chức quốc phòng",9,quote_broadened_variant,"Quoted amendment text with independent numbering (§12c mechanism), using a citing-phrase/quote-mark variant (curly """"/"""" quotes, or no ""như sau"" wording) not covered by the original plan's straight-quote-only assumption."
